section,row_number,audit_version,audit_url,audit_title,audit_timestamp,label,selector,valid,found,count,tag,id,className,text,href,role,ariaLabel,dataTestId,meta,bestSelector,selectorCandidates,error
knownSelectorResults,11,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,#sb_reputation,True,True,1,,,,Reputation,,,,,,,,
knownSelectorResults,12,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,#sb_reporting,True,True,1,,,,Reporting,,,,,,,,
knownSelectorResults,13,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,#sb_app-marketplace,True,True,1,,,,App Marketplace,,,,,,,,
knownSelectorResults,14,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,#sb_app-media,True,True,1,,,,Media Storage,,,,,,,,
knownSelectorResults,15,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,#sb_settings,True,True,1,,,,Settings,,,,,,,,
knownSelectorResults,16,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,.hl_sidebar,True,False,0,,,,,,,,,,,,
knownSelectorResults,17,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,.hl_topHeader,True,False,0,,,,,,,,,,,,
knownSelectorResults,18,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,.login__logo img,True,False,0,,,,,,,,,,,,
targetLabelResults,1,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Dashboard,,,True,,A,sb_dashboard,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Dashboard,/v2/location/32I2I26T8CHTnRx8K9Zb/dashboard,,,,dashboard,#sb_dashboard,"#sb_dashboard | [meta=""dashboard""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/dashboard""] | a[href*=""/dashboard""] | a.w-full.group.px-3",
targetLabelResults,2,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Conversations,,,True,,A,sb_conversations,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center active,Conversations,/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations,,,,conversations,#sb_conversations,"#sb_conversations | [meta=""conversations""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations""] | a[href*=""/conversations""] | a.w-full.group.px-3",
targetLabelResults,3,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Calendars,,,True,,A,sb_calendars,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Calendars,/v2/location/32I2I26T8CHTnRx8K9Zb/calendars/view,,,,calendars,#sb_calendars,"#sb_calendars | [meta=""calendars""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/calendars/view""] | a[href*=""/view""] | a.w-full.group.px-3",
targetLabelResults,4,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Contacts,,,True,,A,sb_contacts,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Contacts,/v2/location/32I2I26T8CHTnRx8K9Zb/contacts/smart_list/All,,,,contacts,#sb_contacts,"#sb_contacts | [meta=""contacts""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/contacts/smart_list/All""] | a[href*=""/All""] | a.w-full.group.px-3",
targetLabelResults,5,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Opportunities,,,True,,A,sb_opportunities,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Opportunities,/v2/location/32I2I26T8CHTnRx8K9Zb/opportunities/list,,,,opportunities,#sb_opportunities,"#sb_opportunities | [meta=""opportunities""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/opportunities/list""] | a[href*=""/list""] | a.w-full.group.px-3",
targetLabelResults,6,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Payments,,,True,,A,sb_payments,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Payments,/v2/location/32I2I26T8CHTnRx8K9Zb/payments/invoices,,,,payments,#sb_payments,"#sb_payments | [meta=""payments""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/payments/invoices""] | a[href*=""/invoices""] | a.w-full.group.px-3",
targetLabelResults,7,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Marketing,,,True,,A,sb_email-marketing,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Marketing,/v2/location/32I2I26T8CHTnRx8K9Zb/marketing/social-planner,,,,email-marketing,#sb_email-marketing,"#sb_email-marketing | [meta=""email-marketing""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/marketing/social-planner""] | a[href*=""/social-planner""] | a.w-full.group.px-3",
targetLabelResults,8,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Automation,,,True,,A,sb_automation,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Automation,/v2/location/32I2I26T8CHTnRx8K9Zb/automation/workflows,,,,automation,#sb_automation,"#sb_automation | [meta=""automation""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/automation/workflows""] | a[href*=""/workflows""] | a.w-full.group.px-3",
targetLabelResults,9,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Sites,,,True,,A,sb_sites,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Sites,/v2/location/32I2I26T8CHTnRx8K9Zb/funnels-websites/funnels,,,,sites,#sb_sites,"#sb_sites | [meta=""sites""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/funnels-websites/funnels""] | a[href*=""/funnels""] | a.w-full.group.px-3",
targetLabelResults,10,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Memberships,,,True,,A,sb_memberships,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Memberships,/v2/location/32I2I26T8CHTnRx8K9Zb/memberships/client-portal/dashboard,,,,memberships,#sb_memberships,"#sb_memberships | [meta=""memberships""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/memberships/client-portal/dashboard""] | a[href*=""/dashboard""] | a.w-full.group.px-3",
targetLabelResults,11,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Reputation,,,True,,A,sb_reputation,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Reputation,/v2/location/32I2I26T8CHTnRx8K9Zb/reputation/overview,,,,reputation,#sb_reputation,"#sb_reputation | [meta=""reputation""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/reputation/overview""] | a[href*=""/overview""] | a.w-full.group.px-3",
targetLabelResults,12,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Reporting,,,True,,A,sb_reporting,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Reporting,/v2/location/32I2I26T8CHTnRx8K9Zb/reporting/reports,,,,reporting,#sb_reporting,"#sb_reporting | [meta=""reporting""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/reporting/reports""] | a[href*=""/reports""] | a.w-full.group.px-3",
targetLabelResults,13,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,App Marketplace,,,True,,A,sb_app-marketplace,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,App Marketplace,/v2/location/32I2I26T8CHTnRx8K9Zb/integration,,,,app-marketplace,#sb_app-marketplace,"#sb_app-marketplace | [meta=""app-marketplace""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/integration""] | a[href*=""/integration""] | a.w-full.group.px-3",
targetLabelResults,14,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Media,,,True,,A,sb_app-media,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Media Storage,/v2/location/32I2I26T8CHTnRx8K9Zb/media-storage,,,,app-media,#sb_app-media,"#sb_app-media | [meta=""app-media""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/media-storage""] | a[href*=""/media-storage""] | a.w-full.group.px-3",
targetLabelResults,15,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Settings,,,True,,ASIDE,sidebar-v2,relative default-bg-color transition-width transition-slowest ease w-14,SearchctrlKQuick ActionsAsk AILaunchpadDashboardConversationsCalendarsContactsOpportunitiesPaymentsAI StudioBetaAI AgentsMarketingAutomationSitesMembershipsMedi,,,,,,#sidebar-v2,#sidebar-v2 | aside.relative.default-bg-color.transition-width,
targetLabelResults,16,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Launchpad,,,True,,A,sb_launchpad,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Launchpad,/v2/location/32I2I26T8CHTnRx8K9Zb/launchpad,,,,launchpad,#sb_launchpad,"#sb_launchpad | [meta=""launchpad""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/launchpad""] | a[href*=""/launchpad""] | a.w-full.group.px-3",
targetLabelResults,17,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Tasks,,,False,,,,,,,,,,,,,
targetLabelResults,18,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Invoices,,,False,,,,,,,,,,,,,
targetLabelResults,19,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Funnels,,,False,,,,,,,,,,,,,
targetLabelResults,20,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Websites,,,False,,,,,,,,,,,,,
targetLabelResults,21,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Forms,,,False,,,,,,,,,,,,,
targetLabelResults,22,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Surveys,,,False,,,,,,,,,,,,,
targetLabelResults,23,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Workflows,,,True,,A,6851965d2d69f1a94c7b95fd,w-full group px-3 flex items-center justify-start md:justify-center lg:justify-start xl:justify-start text-sm rounded-md cursor-pointer custom-link font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Social Planner for Workflows,javascript:void(0),,,,6851965d2d69f1a94c7b95fd,#\36 851965d2d69f1a94c7b95fd,"#\36 851965d2d69f1a94c7b95fd | [meta=""6851965d2d69f1a94c7b95fd""] | a[href=""javascript:void(0)""] | a[href*=""/javascript:void(0)""] | a.w-full.group.px-3",
targetLabelResults,24,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Email Templates,,,False,,,,,,,,,,,,,
targetLabelResults,25,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Phone Numbers,,,False,,,,,,,,,,,,,
targetLabelResults,26,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Custom Values,,,False,,,,,,,,,,,,,
targetLabelResults,27,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Custom Fields,,,False,,,,,,,,,,,,,
targetLabelResults,28,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Team Management,,,False,,,,,,,,,,,,,
targetLabelResults,29,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,Business Profile,,,False,,,,,,,,,,,,,
sidebarElementResults,1,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,ASIDE,sidebar-v2,relative default-bg-color transition-width transition-slowest ease w-14,SearchctrlKQuick ActionsAsk AILaunchpadDashboardConversationsCalendarsContactsOpportunitiesPaymentsAI StudioBetaAI AgentsMarketingAutomationSitesMembershipsMedi,,,,,,#sidebar-v2,#sidebar-v2 | aside.relative.default-bg-color.transition-width,
sidebarElementResults,2,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,DIV,BookAppointment,absolute,,,,,,,#BookAppointment,#BookAppointment | div.absolute,
sidebarElementResults,3,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,DIV,location-switcher-sidbar-v2,flex flex-row items-center px-1 py-1 mb-3 text-sm text-white cursor-pointer mx-1 justify-center,,,,,,,#location-switcher-sidbar-v2,#location-switcher-sidbar-v2 | div.flex.flex-row.items-center,
sidebarElementResults,4,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,clipPath,a,,,,,,,,#a,#a,
sidebarElementResults,5,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,DIV,globalSearchOpener,flex px-2 mb-2 h-full py-0.5 flex-col justify-center items-start text-sm cursor-pointer relative,SearchctrlK,,,,,,#globalSearchOpener,#globalSearchOpener | div.flex.px-2.mb-2,
sidebarElementResults,6,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,DIV,quickActions,flex flex-row items-center justify-center h-full text-sm cursor-pointer w-9,Quick Actions,,,,,,#quickActions,#quickActions | div.flex.flex-row.items-center,
sidebarElementResults,7,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,A,sb_ask-ai,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Ask AI,/v2/location/32I2I26T8CHTnRx8K9Zb/ask-ai,,,,ask-ai,#sb_ask-ai,"#sb_ask-ai | [meta=""ask-ai""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/ask-ai""] | a[href*=""/ask-ai""] | a.w-full.group.px-3",
sidebarElementResults,8,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,A,sb_launchpad,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Launchpad,/v2/location/32I2I26T8CHTnRx8K9Zb/launchpad,,,,launchpad,#sb_launchpad,"#sb_launchpad | [meta=""launchpad""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/launchpad""] | a[href*=""/launchpad""] | a.w-full.group.px-3",
sidebarElementResults,9,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,A,sb_dashboard,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center,Dashboard,/v2/location/32I2I26T8CHTnRx8K9Zb/dashboard,,,,dashboard,#sb_dashboard,"#sb_dashboard | [meta=""dashboard""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/dashboard""] | a[href*=""/dashboard""] | a.w-full.group.px-3",
sidebarElementResults,10,0.1.0,https://app.gohighlevel.com/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations/qDTd0ylnQKWRIGg1Hwjv?category=team-inbox&tab=unread,TBCL,2026-05-26T19:26:41.976Z,,,,,,A,sb_conversations,w-full group px-3 flex items-center justify-start lg:justify-start xl:justify-start text-sm font-medium rounded-md cursor-pointer font-medium opacity-70 hover:opacity-100 py-2 md:py-2 justify-center md:justify-center lg:justify-center xl:justify-center active,Conversations,/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations,,,,conversations,#sb_conversations,"#sb_conversations | [meta=""conversations""] | a[href=""/v2/location/32I2I26T8CHTnRx8K9Zb/conversations/conversations""] | a[href*=""/conversations""] | a.w-full.group.px-3",
