ZoomInfo Company ID,Company Name,Website,Founded Year,Company HQ Phone,Fax,Ticker,Revenue (in 000s USD),Revenue Range (in USD),Employees,Employee Range,SIC Code 1,SIC Code 2,SIC Codes,NAICS Code 1,NAICS Code 2,NAICS Codes,Primary Industry,Primary Sub-Industry,All Industries,All Sub-Industries,Industry Hierarchical Category,Secondary Industry Hierarchical Category,Alexa Rank,ZoomInfo Company Profile URL,LinkedIn Company Profile URL,Facebook Company Profile URL,Twitter Company Profile URL,Ownership Type,Business Model,Certified Active Company,Certification Date,Total Funding Amount (in 000s USD),Recent Funding Amount (in 000s USD),Recent Funding Round,Recent Funding Date,Recent Investors,All Investors,Company Street Address,Company City,Company State,Company Zip Code,Company Country,Full Address,Number of Locations,Company Is Acquired,Company ID (Ultimate Parent),Entity Name (Ultimate Parent),Company ID (Immediate Parent),Entity Name (Immediate Parent),Relationship (Immediate Parent),Query Name
"358432831","Aakriti Solar Pvt","www.aakritisolar.com","1987","(201) 944-2928","","","1596","$1 mil. - $5 mil.","8","Employees.5to9","5943","5112","59;594;5943;51;511;5112;29;21;26","459410","453210","45;459;4594;45941;459410;453;4532;45321;453210","Retail","Office Products Retail & Distribution","Retail","Office Products Retail & Distribution","retail","retail.office","21657465","https://app.zoominfo.com/#/apps/profile/company/358432831","http://www.linkedin.com/company/aakriti-solar-pvt-ltd-","http://www.facebook.com/aakritisolarpvtltd","http://www.twitter.com/aakritisolar","Private","B2B","No","","0","0","","","","","100 Old Palisade Rd","Fort Lee","New Jersey","07024","United States","100 Old Palisade Rd, Fort Lee, New Jersey, 07024, United States","2","","","","","","","instantexportexcel1714527043682"
"551339981","Sussex Solar Gardens","www.sussexsg.com","","(973) 875-8954","","","2004","$1 mil. - $5 mil.","8","Employees.5to9","4911","491","49;491;4911","221114","22111","22;221;2211;22111;221114","Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas","energy","energy.energy","","https://app.zoominfo.com/#/apps/profile/company/551339981","","http://www.facebook.com/sussex-solar-gardens-llc-113734919991345","","Private","","No","","0","0","","","","","19 Fox Hill Rd","Lafayette","New Jersey","07848","United States","19 Fox Hill Rd, Lafayette, New Jersey, 07848, United States","1","","","","","","","instantexportexcel1714527043682"
"1295183819","Newark Solar Solutions","www.newarksolar.com","","(201) 645-1176","","","2010","$1 mil. - $5 mil.","10","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction","Civil Engineering Construction","construction","construction.civil","","https://app.zoominfo.com/#/apps/profile/company/1295183819","","","","Private","","No","","0","0","","","","","21 Fulton St 2","Newark","New Jersey","","United States","21 Fulton St 2, Newark, New Jersey, United States","1","","","","","","","instantexportexcel1714527043682"
"347302834","Be Solar Energy","www.besolarenergy.com","2009","(201) 933-7200","","","1471","$1 mil. - $5 mil.","5","Employees.5to9","3433","343","34;343;3433","333414","33341","33;333;3334;33341;333414","Energy, Utilities & Waste","","Energy, Utilities & Waste;Manufacturing","Building Materials","energy","","","https://app.zoominfo.com/#/apps/profile/company/347302834","http://www.linkedin.com/company/be-solar-energy","","http://www.twitter.com/khanmgcm45","Private","","No","","0","0","","","","","263 Veterans Blvd","Carlstadt","New Jersey","07072","United States","263 Veterans Blvd, Carlstadt, New Jersey, 07072, United States","1","","","","","","","instantexportexcel1714527043682"
"464352463","Spectacular Solar","www.spectacularsolar.com","2014","(844) 782-7737","","","1617","$1 mil. - $5 mil.","10","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","","Construction","Civil Engineering Construction","construction","","17243710","https://app.zoominfo.com/#/apps/profile/company/464352463","http://www.linkedin.com/company/spectacular-solar","http://www.facebook.com/spectacularsolar","","Private","","Yes","May 24, 2022","0","0","","","","","1401 Witherspoon St Ste 600","Rahway","New Jersey","07065","United States","1401 Witherspoon St Ste 600, Rahway, New Jersey, 07065, United States","2","","","","","","","instantexportexcel1714527043682"
"149831870","Solar VPS","www.solarvps.com","2005","(973) 826-0455","","","3059","$1 mil. - $5 mil.","13","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Telecommunications","Internet Service Providers, Website Hosting & Internet-related Services","Telecommunications;Construction","Internet Service Providers, Website Hosting & Internet-related Services;Civil Engineering Construction","telecom","telecom.internet","","https://app.zoominfo.com/#/apps/profile/company/149831870","http://www.linkedin.com/company/solar-vps-llc","http://www.facebook.com/solarvps","http://www.twitter.com/solarvps","Private","","No","","0","0","","","","","1 Orient Way Ste F325","Rutherford","New Jersey","07070","United States","1 Orient Way Ste F325, Rutherford, New Jersey, 07070, United States","3","","","","","","","instantexportexcel1714527043682"
"410461970","Bahamian Solar Management Group","www.bahamiansolar.net","2015","(888) 971-0070","","","1143","$1 mil. - $5 mil.","6","Employees.5to9","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","","Construction","Civil Engineering Construction","construction","","14019375","https://app.zoominfo.com/#/apps/profile/company/410461970","http://www.linkedin.com/company/bahamian-solar-management-group","http://www.facebook.com/bahamian-solar-management-group-llc-1360222950693052","http://www.twitter.com/bahamian_solar","Private","B2C","Yes","October 21, 2021","0","0","","","","","923 Haddonfield Rd Ste 329","Cherry Hill","New Jersey","08002","United States","923 Haddonfield Rd Ste 329, Cherry Hill, New Jersey, 08002, United States","1","","","","","","","instantexportexcel1714527043682"
"542759224","TempStars","www.bankingpressreleases.com","2015","","","","2806","$1 mil. - $5 mil.","12","Employees.10to19","8732","873","87;873;8732","541910","54191","54;541;5419;54191;541910","Business Services","Advertising & Marketing","Business Services","Advertising & Marketing","bizservice","bizservice.marketing","","https://app.zoominfo.com/#/apps/profile/company/542759224","http://www.linkedin.com/company/einpresswire","http://www.facebook.com/einpresswire","http://www.twitter.com/einpresswire","Private","B2B","No","","0","0","","","","","533 Memorial Pkwy","Phillipsburg","New Jersey","08865","United States","533 Memorial Pkwy, Phillipsburg, New Jersey, 08865, United States","1","","","","","","","instantexportexcel1714527043682"
"1267205604","Imperium Solar","www.imperiumlc.com","","(856) 267-3685","","","1271","$1 mil. - $5 mil.","10","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction","Civil Engineering Construction","construction","construction.civil","","https://app.zoominfo.com/#/apps/profile/company/1267205604","","http://www.facebook.com/imperiumsolars","","Private","B2B","Yes","July 24, 2023","0","0","","","","","525 Solar","Marlton","New Jersey","08053","United States","525 Solar, Marlton, New Jersey, 08053, United States","1","","","","","","","instantexportexcel1714527043682"
"355058998","Sun Pacific Holding","www.sunpacificholding.com","2005","(732) 845-0906","","OTC: SNPW","59","Under $500,000","2","Employees.1to4","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Commercial & Residential Construction","Construction","Commercial & Residential Construction","construction","construction.construction","9404553","https://app.zoominfo.com/#/apps/profile/company/355058998","http://www.linkedin.com/company/sun-pacific-holding-corp","","http://www.twitter.com/sunpacificpower","Public","B2C","Yes","June 01, 2022","0","0","","","","","345 Us Hwy 9 Ste 388","Manalapan","New Jersey","07726","United States","345 Us Hwy 9 Ste 388, Manalapan, New Jersey, 07726, United States","4","","","","","","","instantexportexcel1714527043682"
"1182285022","iQSkyLights.com","www.iqskylights.com","1935","(888) 988-9220","(732) 722-7715","","1934","$1 mil. - $5 mil.","11","Employees.10to19","3211","321","32;321;3211","327211","32721","32;327;3272;32721;327211","Manufacturing","Glass & Clay","Manufacturing","Glass & Clay","mfg","mfg.glass","4951006","https://app.zoominfo.com/#/apps/profile/company/1182285022","","http://www.facebook.com/iqdesignproducts","http://www.twitter.com/iqdesignproduct","Private","B2B","No","","0","0","","","","","2600 Hwy 35","Manasquan","New Jersey","08736","United States","2600 Hwy 35, Manasquan, New Jersey, 08736, United States","1","","","","","","","instantexportexcel1714527043682"
"463021669","Solar Energy","www.geniesolarenergy.com","2015","(844) 473-7657","","","1807","$1 mil. - $5 mil.","6","Employees.5to9","4911","491","49;491;4911","221114","22111","22;221;2211;22111;221114","Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas","energy","energy.energy","","https://app.zoominfo.com/#/apps/profile/company/463021669","http://www.linkedin.com/company/genie-solar-energy","http://www.facebook.com/geniesolarenergy","","Private","B2B","Yes","March 12, 2023","0","0","","","","","520 Broad St","Newark","New Jersey","07102","United States","520 Broad St, Newark, New Jersey, 07102, United States","1","","346898898","Genie Energy Ltd","346898898","Genie Energy Ltd","Subsidiary","instantexportexcel1714527043682"
"253330310","Solar Eclipse","www.solareclipsewindowfashions.com","1985","(973) 764-8222","","","864","$500,000 - $1 mil.","5","Employees.5to9","5714","571","57;571;5714","449122","442291","44;449;4491;44912;449122;442;4422;44229;442291","Retail","","Retail","Home Improvement & Hardware Retail","retail","","","https://app.zoominfo.com/#/apps/profile/company/253330310","http://www.linkedin.com/company/solar-eclipse","","","Private","B2C","No","","0","0","","","","","23 Omega Dr","Vernon","New Jersey","07462","United States","23 Omega Dr, Vernon, New Jersey, 07462, United States","1","","","","","","","instantexportexcel1714527043682"
"450056367","United Solar","www.unitedsolarco.com","2008","(877) 313-6077","","","3545","$1 mil. - $5 mil.","8","Employees.5to9","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction","Civil Engineering Construction","construction","construction.civil","","https://app.zoominfo.com/#/apps/profile/company/450056367","http://www.linkedin.com/company/solar-home-co","http://www.facebook.com/unitedsolarco","http://www.twitter.com/unitedsolarco","Private","B2C","Yes","March 17, 2021","0","0","","","","","1275 Bloomfield Ave Ste 36 Bldg 6","Fairfield","New Jersey","07004","United States","1275 Bloomfield Ave Ste 36 Bldg 6, Fairfield, New Jersey, 07004, United States","1","","","","","","","instantexportexcel1714527043682"
"347644644","Solar Mite Solutions","www.solarmitesolutions.com","2009","(732) 796-1996","","","1491","$1 mil. - $5 mil.","9","Employees.5to9","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction;Energy, Utilities & Waste","Civil Engineering Construction;Electricity, Oil & Gas","construction","construction.civil","","https://app.zoominfo.com/#/apps/profile/company/347644644","http://www.linkedin.com/company/solar-mite-solutions","http://www.facebook.com/solarmite","http://www.twitter.com/solarmite","Private","B2B","Yes","January 13, 2023","0","0","","","","","1525 Corlies Ave Unit B","Neptune","New Jersey","07753","United States","1525 Corlies Ave Unit B, Neptune, New Jersey, 07753, United States","1","","","","","","","instantexportexcel1714527043682"
"435771954","Sunfoundry","www.sunfoundry.com","2016","(732) 567-6947","","","1211","$1 mil. - $5 mil.","6","Employees.5to9","4911","491","49;491;4911","221114","22111","22;221;2211;22111;221114","Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas","energy","energy.energy","","https://app.zoominfo.com/#/apps/profile/company/435771954","","http://www.facebook.com/sunfoundry","","Private","B2C","No","","0","0","","","","","93 Tower Hill Dr","Red Bank","New Jersey","07701","United States","93 Tower Hill Dr, Red Bank, New Jersey, 07701, United States","1","","","","","","","instantexportexcel1714527043682"
"556583601","Suntuity Solar","www.suntuitysourcing.com","","(855) 786-8848","","","2384","$1 mil. - $5 mil.","12","Employees.10to19","1629","162","16;162;1629","237130","23713","51;518;5182;45;458;455;44;449;459;23;237;2371;23713;237130","Retail","","Retail;Business Services;Construction","Food Service;Civil Engineering Construction","retail","","","https://app.zoominfo.com/#/apps/profile/company/556583601","http://www.linkedin.com/company/suntuity-sourcing","http://www.facebook.com/suntuity","http://www.twitter.com/suntuity","Private","B2C","No","","0","0","","","","","02137","Holmdel","New Jersey","07733","United States","02137, Holmdel, New Jersey, 07733, United States","","","","","","","","instantexportexcel1714527043682"
"369941517","Luminous Solar","www.luminoussolar.com","2008","(856) 777-8985","","","4763","$1 mil. - $5 mil.","11","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction","Civil Engineering Construction","construction","construction.civil","14743404","https://app.zoominfo.com/#/apps/profile/company/369941517","http://www.linkedin.com/company/luminous-solar-llc","http://www.facebook.com/luminous-solar-northern-nj-821800131189880","","Private","B2B","Yes","February 16, 2022","0","0","","","","","3747 Church Rd Ste 107","Mount Laurel","New Jersey","08054","United States","3747 Church Rd Ste 107, Mount Laurel, New Jersey, 08054, United States","1","","","","","","","instantexportexcel1714527043682"
"59479658","KG Companies","www.kgcompanies.com","1988","(973) 940-1123","","","2435","$1 mil. - $5 mil.","5","Employees.5to9","1711","171","17;171;1711","238220","23822","23;238;2382;23822;238220","Construction","Commercial & Residential Construction","Construction","Commercial & Residential Construction","construction","construction.construction","","https://app.zoominfo.com/#/apps/profile/company/59479658","http://www.linkedin.com/company/kg-solar-&-renewable-energy","http://www.facebook.com/kg-companies-335423617062983","","Private","B2B","Yes","November 15, 2019","0","0","","","","","133 Demarest Rd Ste A","Sparta","New Jersey","07871","United States","133 Demarest Rd Ste A, Sparta, New Jersey, 07871, United States","3","","","","","","","instantexportexcel1714527043682"
"551631559","Solar Sheep","www.solarsheepllc.com","","(856) 506-4012","","","636","$500,000 - $1 mil.","6","Employees.5to9","214","214","21;214;02;021;0214","112410","11241","11;112;1124;11241;112410","Agriculture","Animals & Livestock","Agriculture","Animals & Livestock","agriculture","agriculture.animals","","https://app.zoominfo.com/#/apps/profile/company/551631559","","","","Private","B2C","No","","0","0","","","","","1086 Harding Hwy","Newfield","New Jersey","08344","United States","1086 Harding Hwy, Newfield, New Jersey, 08344, United States","1","","","","","","","instantexportexcel1714527043682"
"4595872","Alliance Solar","www.alliancesolar.com","2020","(609) 604-6061","","","3525","$1 mil. - $5 mil.","15","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Civil Engineering Construction","Construction","Civil Engineering Construction","construction","construction.civil","3762337","https://app.zoominfo.com/#/apps/profile/company/4595872","http://www.linkedin.com/company/alliance-solar-usa","http://www.facebook.com/alliancesolarpower","http://www.twitter.com/alliancesolar1","Private","B2B","Yes","January 05, 2022","0","0","","","","","9 Lilyberry Pl","Riverside","New Jersey","08075","United States","9 Lilyberry Pl, Riverside, New Jersey, 08075, United States","2","","","","","","","instantexportexcel1714527043682"
"368847605","Advanced Solar Control","www.wedotint.com","","(732) 831-0800","","","1566","$1 mil. - $5 mil.","7","Employees.5to9","1799","179","17;179;1799","238150","23815","23;238;2381;23815;238150","Construction","Commercial & Residential Construction","Construction","Commercial & Residential Construction","construction","construction.construction","","https://app.zoominfo.com/#/apps/profile/company/368847605","http://www.linkedin.com/company/advanced-solar-control","http://www.facebook.com/advancedsolarcontrol","","Private","B2B","No","","0","0","","","","","60 Northampton Blvd Unit 6","Toms River","New Jersey","08755","United States","60 Northampton Blvd Unit 6, Toms River, New Jersey, 08755, United States","2","","","","","","","instantexportexcel1714527043682"
"551896621","Solar Ready Roofs","www.solarreadyroofs.com","","(973) 895-7330","","","1304","$1 mil. - $5 mil.","6","Employees.5to9","1761","176","17;176;1761;15;16","238160","23816","23;238;2381;23816;238160","Construction","Commercial & Residential Construction","Construction","Commercial & Residential Construction","construction","construction.construction","","https://app.zoominfo.com/#/apps/profile/company/551896621","","","","Private","","No","","0","0","","","","","PO Box 219","Ironia","New Jersey","07845","United States","PO Box 219, Ironia, New Jersey, 07845, United States","","","","","","","","instantexportexcel1714527043682"
"483319733","Cep Renewables","www.ceprenewables.com","2020","(732) 284-4640","","","4417","$1 mil. - $5 mil.","10","Employees.10to19","4931","493","49;493;4931","221114","22111","22;221;2211;22111;221114","Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas","energy","energy.energy","20194353","https://app.zoominfo.com/#/apps/profile/company/483319733","http://www.linkedin.com/company/cep-renewables","","","Private","B2B","Yes","June 21, 2022","0","0","","","","","331 Newman Springs Rd","Red Bank","New Jersey","07701","United States","331 Newman Springs Rd, Red Bank, New Jersey, 07701, United States","1","","","","","","","instantexportexcel1714527043682"
"566158767","Brilliant Solar Inc.","www.mybrilliantsolar.com","","(800) 805-1889","","","2530","$1 mil. - $5 mil.","17","Employees.10to19","1629","162","16;162;1629","237130","23713","23;237;2371;23713;237130","Construction","Commercial & Residential Construction","Construction","Commercial & Residential Construction","construction","construction.construction","13582487","https://app.zoominfo.com/#/apps/profile/company/566158767","","http://www.facebook.com/my-brilliant-solar-109593183921004","","Private","B2B","Yes","November 21, 2023","0","0","","","","","1433 Hooper Ave","Toms River","New Jersey","08753","United States","1433 Hooper Ave, Toms River, New Jersey, 08753, United States","1","","","","","","","instantexportexcel1714527043682"
"3019098","A&J Vacuum Services","www.ajvs.com","2000","(973) 249-0854","(973) 249-0855","","3043","$1 mil. - $5 mil.","14","Employees.10to19","7629","762","76;762;7629","811219","811210","81;811;8112;81121;811210;811219","Consumer Services","Repair Services","Consumer Services","Repair Services","consumerservices","consumerservices.repair","3137393","https://app.zoominfo.com/#/apps/profile/company/3019098","http://www.linkedin.com/company/a-&-j-vacuum-services-inc","http://www.facebook.com/ajvsvacuum","http://www.twitter.com/ajvsvacuum","Private","B2B","Yes","May 19, 2022","0","0","","","","","16 Somerset Pl","Clifton","New Jersey","07012","United States","16 Somerset Pl, Clifton, New Jersey, 07012, United States","4","","","","","","","instantexportexcel1714527043682"
